Customer ID,Recency,Frequency,MonetaryValue,R,F,M,RFM_segment,RFM_score,Segment
14258,11,111,12669.979999999996,4,4,4,444,12,Top
14259,143,5,120.0,2,1,1,211,4,Low
14261,52,52,1163.4499999999998,3,3,3,333,9,Low
14262,19,143,2618.230000000001,4,4,4,444,12,Top
14264,126,17,333.97,2,2,2,222,6,Middle
14267,164,55,1516.2399999999998,1,3,3,133,7,Middle
14270,10,29,492.6499999999999,4,2,2,422,8,Middle
14271,227,10,112.32000000000002,1,1,1,111,3,Low
14272,75,33,437.96000000000004,2,2,2,222,6,Middle
14273,37,29,559.9700000000001,3,2,2,322,7,Middle
14276,5,64,1119.7399999999998,4,3,3,433,10,Top
14280,198,8,134.04,1,1,1,111,3,Low
14282,21,152,3673.5400000000045,4,4,4,444,12,Top
14284,88,32,595.2500000000001,2,2,2,222,6,Middle
14285,23,27,1910.0100000000004,4,2,4,424,10,Top
14286,25,280,4628.749999999998,3,4,4,344,11,Top
14287,200,9,176.63,1,1,1,111,3,Low
14288,67,16,426.6,2,1,2,212,5,Middle
14289,7,47,911.2599999999999,4,3,3,433,10,Top
14290,13,101,2314.6499999999996,4,4,4,444,12,Top
14291,33,237,3883.249999999998,3,4,4,344,11,Top
14292,2,100,4871.9299999999985,4,4,4,444,12,Top
14293,149,61,1046.5599999999993,2,3,3,233,8,Middle
14295,42,5,166.2,3,1,1,311,5,Middle
14297,19,62,1305.3299999999997,4,3,3,433,10,Top
14298,54,1637,51527.299999999974,3,4,4,344,11,Top
14299,1,143,3965.6199999999953,4,4,4,444,12,Top
14300,20,3,43.2,4,1,1,411,6,Middle
14301,119,13,640.14,2,1,3,213,6,Middle
14304,340,17,383.45000000000005,1,2,2,122,5,Middle
14305,73,105,1858.9599999999998,2,4,4,244,10,Top
14306,53,33,2093.3199999999997,3,2,4,324,9,Low
14307,2,180,2995.7200000000007,4,4,4,444,12,Top
14309,30,117,2352.530000000001,3,4,4,344,11,Top
14311,37,20,310.26,3,2,2,322,7,Middle
14312,38,87,1611.5899999999995,3,3,4,334,10,Top
14314,108,8,120.0,2,1,1,211,4,Low
14315,46,101,2481.129999999999,3,4,4,344,11,Top
14317,184,24,508.58,1,2,2,122,5,Middle
14320,40,31,477.7900000000001,3,2,2,322,7,Middle
14321,12,123,1530.749999999999,4,4,3,443,11,Top
14323,116,36,605.0600000000002,2,2,2,222,6,Middle
14326,37,8,183.85,3,1,1,311,5,Middle
14327,165,12,311.65000000000003,1,1,2,112,4,Low
14329,19,257,4935.640000000003,4,4,4,444,12,Top
14331,137,28,462.65999999999997,2,2,2,222,6,Middle
14332,24,24,814.1099999999998,3,2,3,323,8,Middle
14333,276,15,415.2,1,1,2,112,4,Low
14334,18,162,2552.2100000000005,4,4,4,444,12,Top
14336,18,90,1614.9100000000008,4,3,4,434,11,Top
14338,198,31,588.2199999999999,1,2,2,122,5,Middle
14339,37,14,309.52,3,1,2,312,6,Middle
14340,220,6,134.7,1,1,1,111,3,Low
14341,47,127,2151.6799999999985,3,4,4,344,11,Top
14342,23,21,668.5600000000002,4,2,3,423,9,Low
14344,99,71,889.9300000000002,2,3,3,233,8,Middle
14345,334,6,108.97999999999999,1,1,1,111,3,Low
14346,33,60,1021.5800000000002,3,3,3,333,9,Low
14348,262,18,409.57,1,2,2,122,5,Middle
14349,12,31,133.50000000000006,4,2,1,421,7,Middle
14350,69,18,282.92999999999995,2,2,1,221,5,Middle
14351,166,1,51.0,1,1,1,111,3,Low
14352,38,47,1078.96,3,3,3,333,9,Low
14353,128,6,90.6,2,1,1,211,4,Low
14354,91,9,163.62,2,1,1,211,4,Low
14355,455,11,174.4,1,1,1,111,3,Low
14356,81,33,701.23,2,2,3,223,7,Middle
14357,45,39,224.4700000000001,3,2,1,321,6,Middle
14359,21,55,912.1800000000002,4,3,3,433,10,Top
14360,122,116,2107.8300000000004,2,4,4,244,10,Top
14362,24,33,141.8,3,2,1,321,6,Middle
14364,6,69,3717.349999999999,4,3,4,434,11,Top
14367,23,518,9194.120000000008,4,4,4,444,12,Top
14368,321,8,155.00000000000003,1,1,1,111,3,Low
14371,297,4,100.5,1,1,1,111,3,Low
14373,360,4,76.55,1,1,1,111,3,Low
14375,158,59,217.38000000000002,2,3,1,231,6,Middle
14377,264,11,617.05,1,1,2,112,4,Low
14379,46,46,348.1,3,3,2,332,8,Middle
14381,54,56,202.6800000000001,3,3,1,331,7,Middle
14382,28,121,604.9100000000002,3,4,2,342,9,Low
14383,165,59,1247.6899999999998,1,3,3,133,7,Middle
14385,11,14,202.11,4,1,1,411,6,Middle
14386,298,7,142.4,1,1,1,111,3,Low
14387,76,138,1684.6400000000012,2,4,4,244,10,Top
14388,12,186,3212.8400000000015,4,4,4,444,12,Top
14389,215,45,1043.46,1,3,3,133,7,Middle
14390,6,282,4632.320000000002,4,4,4,444,12,Top
14393,219,5,67.94999999999999,1,1,1,111,3,Low
14395,61,346,3452.1100000000006,3,4,4,344,11,Top
14396,215,73,487.99,1,3,2,132,6,Middle
14397,5,87,2612.960000000001,4,3,4,434,11,Top
14400,151,25,574.7,2,2,2,222,6,Middle
14401,66,182,4051.4799999999987,2,4,4,244,10,Top
14403,143,20,1475.8100000000002,2,2,3,223,7,Middle
14404,110,97,1424.3200000000004,2,3,3,233,8,Middle
14406,3,8,156.75,4,1,1,411,6,Middle
14407,109,73,2157.7299999999996,2,3,4,234,9,Low
14408,12,105,2591.53,4,4,4,444,12,Top
14409,72,54,2059.45,2,3,4,234,9,Low
14410,124,188,1097.1699999999987,2,4,3,243,9,Low
14411,312,14,1063.0,1,1,3,113,5,Middle
14412,44,43,770.0300000000002,3,3,3,333,9,Low
14413,364,21,119.39999999999999,1,2,1,121,4,Low
14414,93,97,1496.9800000000005,2,3,3,233,8,Middle
14415,21,569,5814.609999999997,4,4,4,444,12,Top
14416,24,14,490.22,3,1,2,312,6,Middle
14418,27,124,1937.2500000000002,3,4,4,344,11,Top
14419,12,198,1045.52,4,4,3,443,11,Top
14420,335,29,387.52,1,2,2,122,5,Middle
14421,6,27,813.11,4,2,3,423,9,Low
14422,19,222,4263.64,4,4,4,444,12,Top
14423,220,3,265.2,1,1,1,111,3,Low
14424,19,1,322.08,4,1,2,412,7,Middle
14426,25,224,4481.670000000001,3,4,4,344,11,Top
14427,52,17,363.34000000000003,3,2,2,322,7,Middle
14428,81,130,1203.2900000000004,2,4,3,243,9,Low
14431,70,17,470.35999999999996,2,2,2,222,6,Middle
14432,11,373,2243.4099999999985,4,4,4,444,12,Top
14434,23,12,1372.8,4,1,3,413,8,Middle
14436,305,9,89.06,1,1,1,111,3,Low
14437,455,5,63.0,1,1,1,111,3,Low
14438,192,9,131.9,1,1,1,111,3,Low
14440,44,55,2357.6800000000003,3,3,4,334,10,Top
14441,45,51,1712.8900000000008,3,3,4,334,10,Top
14443,55,93,1420.2000000000005,3,3,3,333,9,Low
14446,30,262,983.2000000000004,3,4,3,343,10,Top
14447,20,70,1163.2300000000005,4,3,3,433,10,Top
14448,11,20,375.35,4,2,2,422,8,Middle
14449,20,242,864.4999999999998,4,4,3,443,11,Top
14450,5,40,483.25,4,2,2,422,8,Middle
14451,62,101,625.21,3,4,2,342,9,Low
14452,12,58,253.66000000000005,4,3,1,431,8,Middle
14453,308,22,119.93000000000002,1,2,1,121,4,Low
14456,24,926,2975.489999999997,3,4,4,344,11,Top
14457,312,4,113.64,1,1,1,111,3,Low
14459,157,37,1837.9199999999996,2,2,4,224,8,Middle
14460,112,16,434.34,2,1,2,212,5,Middle
14461,150,180,2103.059999999999,2,4,4,244,10,Top
14462,33,226,1957.1200000000003,3,4,4,344,11,Top
14463,172,6,529.62,1,1,2,112,4,Low
14465,70,116,1018.2600000000004,2,4,3,243,9,Low
14466,61,72,2272.4000000000015,3,3,4,334,10,Top
14467,19,88,593.7599999999999,4,3,2,432,9,Low
14470,13,43,461.19000000000005,4,3,2,432,9,Low
14472,65,252,1784.1500000000017,2,4,4,244,10,Top
14473,76,7,234.34,2,1,1,211,4,Low
14474,48,29,547.6600000000001,3,2,2,322,7,Middle
14475,73,42,925.8499999999998,2,3,3,233,8,Middle
14476,259,15,170.3,1,1,1,111,3,Low
14477,21,10,1309.6000000000001,4,1,3,413,8,Middle
14479,255,18,316.24999999999994,1,2,2,122,5,Middle
14480,13,13,279.05,4,1,1,411,6,Middle
14481,166,30,636.5100000000001,1,2,2,122,5,Middle
14482,20,130,1977.4700000000005,4,4,4,444,12,Top
14483,283,9,137.10000000000002,1,1,1,111,3,Low
14484,52,14,321.91999999999996,3,1,2,312,6,Middle
14485,334,45,159.85000000000002,1,3,1,131,5,Middle
14487,28,136,1134.63,3,4,3,343,10,Top
14488,276,46,1064.2800000000002,1,3,3,133,7,Middle
14489,209,30,463.38000000000005,1,2,2,122,5,Middle
14491,177,17,340.93,1,2,2,122,5,Middle
14493,18,120,2383.2400000000002,4,4,4,444,12,Top
14494,27,7,139.56,3,1,1,311,5,Middle
14495,52,6,123.79999999999998,3,1,1,311,5,Middle
14496,343,19,538.8100000000001,1,2,2,122,5,Middle
14497,284,29,475.3699999999999,1,2,2,122,5,Middle
14498,44,193,1957.3200000000004,3,4,4,344,11,Top
14499,28,186,801.56,3,4,3,343,10,Top
14500,2,7,356.85,4,1,2,412,7,Middle
14501,96,10,251.20999999999998,2,1,1,211,4,Low
14502,21,592,2388.9899999999993,4,4,4,444,12,Top
14503,12,164,3543.2600000000016,4,4,4,444,12,Top
14504,49,107,673.2599999999995,3,4,3,343,10,Top
14505,19,771,5813.2199999999875,4,4,4,444,12,Top
14506,19,277,1914.960000000001,4,4,4,444,12,Top
14507,25,94,1352.5799999999995,3,3,3,333,9,Low
14508,23,53,259.67999999999995,4,3,1,431,8,Middle
14511,13,68,1314.8099999999997,4,3,3,433,10,Top
14512,219,23,275.28,1,2,1,121,4,Low
14513,102,12,455.59000000000003,2,1,2,212,5,Middle
14514,10,66,942.75,4,3,3,433,10,Top
14515,19,96,2059.1899999999996,4,3,4,434,11,Top
14517,143,18,330.45,2,2,2,222,6,Middle
14518,184,16,174.37,1,1,1,111,3,Low
14520,121,4,270.6,2,1,1,211,4,Low
14522,26,17,974.54,3,2,3,323,8,Middle
14523,110,12,241.09000000000003,2,1,1,211,4,Low
14524,73,191,1819.9800000000012,2,4,4,244,10,Top
14525,21,275,4144.449999999997,4,4,4,444,12,Top
14527,2,970,8505.43999999996,4,4,4,444,12,Top
14528,303,18,364.22,1,2,2,122,5,Middle
14529,62,198,540.0699999999999,3,4,2,342,9,Low
14530,27,210,2798.3100000000013,3,4,4,344,11,Top
14532,238,64,932.8499999999997,1,3,3,133,7,Middle
14533,26,62,1949.7200000000007,3,3,4,334,10,Top
14534,3,497,4347.549999999999,4,4,4,444,12,Top
14535,62,326,2845.490000000005,3,4,4,344,11,Top
14536,261,17,170.1,1,2,1,121,4,Low
14537,59,10,355.5600000000001,3,1,2,312,6,Middle
14538,184,19,388.2499999999999,1,2,2,122,5,Middle
14539,17,32,537.48,4,2,2,422,8,Middle
14540,11,66,909.06,4,3,3,433,10,Top
14541,1,101,1447.55,4,4,3,443,11,Top
14542,158,5,103.25000000000001,2,1,1,211,4,Low
14543,30,70,3569.1300000000006,3,3,4,334,10,Top
14544,26,109,1990.1000000000004,3,4,4,344,11,Top
14546,42,395,2569.7700000000027,3,4,4,344,11,Top
14547,14,346,3945.559999999999,4,4,4,444,12,Top
14548,4,4,652.8,4,1,3,413,8,Middle
14549,343,56,289.2399999999999,1,3,1,131,5,Middle
14550,12,46,749.1200000000001,4,3,3,433,10,Top
14551,20,10,186.23000000000002,4,1,1,411,6,Middle
14552,34,56,163.37000000000003,3,3,1,331,7,Middle
14553,21,113,859.27,4,4,3,443,11,Top
14554,12,190,2177.940000000001,4,4,4,444,12,Top
14555,59,17,300.94,3,2,2,322,7,Middle
14557,87,16,788.3800000000001,2,1,3,213,6,Middle
14560,18,74,2237.7700000000013,4,3,4,434,11,Top
14561,77,69,1080.7600000000004,2,3,3,233,8,Middle
14562,13,415,4938.77,4,4,4,444,12,Top
14565,115,127,3099.1200000000017,2,4,4,244,10,Top
14567,58,33,1530.3600000000006,3,2,3,323,8,Middle
14569,121,12,227.39,2,1,1,211,4,Low
14570,252,29,218.05999999999992,1,2,1,121,4,Low
14572,42,254,2776.2400000000007,3,4,4,344,11,Top
14573,36,219,1626.2200000000012,3,4,4,344,11,Top
14576,666,1,35.400000000000006,1,1,1,111,3,Low
14577,14,123,859.7100000000011,4,4,3,443,11,Top
14578,182,24,168.63,1,2,1,121,4,Low
14581,18,17,138.6,4,2,1,421,7,Middle
14582,42,6,114.11,3,1,1,311,5,Middle
14583,146,277,929.2200000000003,2,4,3,243,9,Low
14584,95,96,1023.8599999999993,2,3,3,233,8,Middle
14585,52,29,157.05,3,2,1,321,6,Middle
14586,130,19,237.35999999999996,2,2,1,221,5,Middle
14587,10,359,1559.4400000000005,4,4,3,443,11,Top
14589,639,3,39.75,1,1,1,111,3,Low
14591,17,159,1209.4800000000002,4,4,3,443,11,Top
14592,58,152,545.4199999999997,3,4,2,342,9,Low
14593,23,150,616.3100000000001,4,4,2,442,10,Top
14594,302,51,346.82999999999987,1,3,2,132,6,Middle
14595,21,102,1740.6000000000001,4,4,4,444,12,Top
14597,13,39,849.3300000000002,4,2,3,423,9,Low
14598,46,50,221.97000000000003,3,3,1,331,7,Middle
14600,162,25,393.3299999999999,2,2,2,222,6,Middle
14601,12,7,213.96000000000004,4,1,1,411,6,Middle
14603,69,2,660.0,2,1,3,213,6,Middle
14606,6,2654,11995.65000000006,4,4,4,444,12,Top
14607,17,80,16137.500000000002,4,3,4,434,11,Top
14608,60,20,1785.1499999999999,3,2,4,324,9,Low
14609,74,4,601.5600000000001,2,1,2,212,5,Middle
14616,37,3,406.08000000000004,3,1,2,312,6,Middle
14618,11,16,553.44,4,1,2,412,7,Middle
14619,129,20,394.43999999999994,2,2,2,222,6,Middle
14620,207,26,412.78,1,2,2,122,5,Middle
14621,91,92,1788.36,2,3,4,234,9,Low
14622,127,21,320.58,2,2,2,222,6,Middle
14623,45,132,884.15,3,4,3,343,10,Top
14624,31,13,225.84999999999997,3,1,1,311,5,Middle
14625,198,53,899.63,1,3,3,133,7,Middle
14626,25,122,2791.2699999999995,3,4,4,344,11,Top
14628,37,24,671.96,3,2,3,323,8,Middle
14629,49,148,951.5100000000001,3,4,3,343,10,Top
14631,52,41,1006.9799999999998,3,3,3,333,9,Low
14632,264,8,114.55999999999999,1,1,1,111,3,Low
14633,268,20,344.9000000000001,1,2,2,122,5,Middle
14636,270,28,609.8500000000001,1,2,2,122,5,Middle
14638,52,16,443.6,3,1,2,312,6,Middle
14639,33,172,2984.4900000000025,3,4,4,344,11,Top
14640,26,104,2089.6799999999994,3,4,4,344,11,Top
14641,23,7,110.46,4,1,1,411,6,Middle
14642,1,2,96.12,4,1,1,411,6,Middle
14643,172,31,693.8100000000001,1,2,3,123,6,Middle
14644,276,26,830.76,1,2,3,123,6,Middle
14645,99,30,597.09,2,2,2,222,6,Middle
14647,203,26,228.85999999999996,1,2,1,121,4,Low
14649,36,175,1389.9899999999998,3,4,3,343,10,Top
14651,6,100,652.8999999999997,4,4,3,443,11,Top
14652,79,29,114.18000000000002,2,2,1,221,5,Middle
14653,11,232,1909.9499999999996,4,4,4,444,12,Top
14655,24,49,1932.23,3,3,4,334,10,Top
14656,171,80,291.04999999999984,1,3,1,131,5,Middle
14657,19,126,848.22,4,4,3,443,11,Top
14658,119,29,247.14999999999998,2,2,1,221,5,Middle
14659,80,253,2529.930000000001,2,4,4,244,10,Top
14660,88,30,285.73999999999995,2,2,1,221,5,Middle
14661,28,4,107.95,3,1,1,311,5,Middle
14662,30,146,711.5700000000003,3,4,3,343,10,Top
14664,21,97,634.59,4,3,2,432,9,Low
14665,32,90,1835.7000000000003,3,3,4,334,10,Top
14666,26,14,195.24999999999997,3,1,1,311,5,Middle
14667,12,561,9108.880000000005,4,4,4,444,12,Top
14669,7,162,1248.49,4,4,3,443,11,Top
14670,252,116,375.25000000000006,1,4,2,142,7,Middle
14672,163,61,765.55,2,3,3,233,8,Middle
14673,11,74,1736.3999999999994,4,3,4,434,11,Top
14675,18,93,588.3899999999999,4,3,2,432,9,Low
14676,80,42,2548.24,2,3,4,234,9,Low
14680,27,258,28754.11,3,4,4,344,11,Top
14681,6,7,498.95,4,1,2,412,7,Middle
14682,203,2,52.0,1,1,1,111,3,Low
14684,27,361,1170.0400000000002,3,4,3,343,10,Top
14687,108,15,628.3799999999999,2,1,2,212,5,Middle
14688,4,321,5527.329999999996,4,4,4,444,12,Top
14689,210,13,112.80000000000001,1,1,1,111,3,Low
14690,34,46,338.4,3,3,2,332,8,Middle
14691,36,71,2114.3299999999995,3,3,4,334,10,Top
14692,139,68,591.5500000000001,2,3,2,232,7,Middle
14693,266,8,172.9,1,1,1,111,3,Low
14696,3,130,2078.95,4,4,4,444,12,Top
14697,220,22,188.60999999999996,1,2,1,121,4,Low
14698,17,190,1183.780000000001,4,4,3,443,11,Top
14699,97,8,109.12999999999998,2,1,1,211,4,Low
14700,153,109,2154.9,2,4,4,244,10,Top
14701,12,319,2502.809999999999,4,4,4,444,12,Top
14702,20,337,3211.439999999999,4,4,4,444,12,Top
14703,16,22,318.1699999999999,4,2,2,422,8,Middle
14704,5,371,1441.01,4,4,3,443,11,Top
14705,200,1,179.0,1,1,1,111,3,Low
14708,126,28,1126.37,2,2,3,223,7,Middle
14709,17,196,4921.040000000007,4,4,4,444,12,Top
14710,16,133,592.8300000000002,4,4,2,442,10,Top
14711,12,334,2813.389999999998,4,4,4,444,12,Top
14712,61,25,917.07,3,2,3,323,8,Middle
14713,11,337,2658.0400000000004,4,4,4,444,12,Top
14714,26,10,160.19,3,1,1,311,5,Middle
14715,10,71,867.3800000000001,4,3,3,433,10,Top
14716,44,47,285.34,3,3,1,331,7,Middle
14719,12,233,1561.5500000000004,4,4,3,443,11,Top
14720,32,37,663.8100000000003,3,2,3,323,8,Middle
14722,149,27,172.91999999999996,2,2,1,221,5,Middle
14723,12,241,1086.8099999999997,4,4,3,443,11,Top
14725,26,42,593.0799999999999,3,3,2,332,8,Middle
14727,69,10,268.58,2,1,1,211,4,Low
14729,698,71,313.48999999999995,1,3,2,132,6,Middle
14730,109,426,1796.370000000005,2,4,4,244,10,Top
14731,36,45,380.0199999999999,3,3,2,332,8,Middle
14732,2,147,2702.49,4,4,4,444,12,Top
14733,18,202,9585.909999999998,4,4,4,444,12,Top
14735,13,194,6065.69,4,4,4,444,12,Top
14737,182,17,1164.55,1,2,3,123,6,Middle
14738,6,54,1314.4499999999998,4,3,3,433,10,Top
14739,21,60,3902.28,4,3,4,434,11,Top
14740,198,89,1448.2099999999994,1,3,3,133,7,Middle
14741,13,59,1400.3400000000004,4,3,3,433,10,Top
14744,18,26,1099.98,4,2,3,423,9,Low
14745,114,69,1220.2600000000002,2,3,3,233,8,Middle
14747,251,18,328.2,1,2,2,122,5,Middle
14748,36,89,1415.7499999999995,3,3,3,333,9,Low
14752,45,5,389.63999999999993,3,1,2,312,6,Middle
14753,89,30,563.15,2,2,2,222,6,Middle
14754,46,41,638.0500000000001,3,3,2,332,8,Middle
14755,11,235,5010.279999999999,4,4,4,444,12,Top
14756,16,38,738.9599999999998,4,2,3,423,9,Low
14757,77,19,420.5,2,2,2,222,6,Middle
14758,146,71,1484.0599999999995,2,3,3,233,8,Middle
14759,114,102,1625.9699999999993,2,4,4,244,10,Top
14760,299,5,89.2,1,1,1,111,3,Low
14761,1,11,255.90000000000003,4,1,1,411,6,Middle
14762,265,21,300.52,1,2,2,122,5,Middle
14764,48,6,278.3,3,1,1,311,5,Middle
14765,60,39,254.10999999999996,3,2,1,321,6,Middle
14766,67,135,2473.37,2,4,4,244,10,Top
14768,19,5,192.60000000000002,4,1,1,411,6,Middle
14769,84,1034,10159.21,2,4,4,244,10,Top
14770,234,52,876.4199999999997,1,3,3,133,7,Middle
14772,114,9,139.26,2,1,1,211,4,Low
14775,1,60,1011.9,4,3,3,433,10,Top
14776,53,117,2538.299999999999,3,4,4,344,11,Top
14778,247,35,730.8599999999999,1,2,3,123,6,Middle
14779,252,41,386.1499999999999,1,3,2,132,6,Middle
14780,56,27,447.67999999999995,3,2,2,322,7,Middle
14782,321,6,200.10000000000002,1,1,1,111,3,Low
14784,28,15,289.99,3,1,1,311,5,Middle
14785,12,3,77.4,4,1,1,411,6,Middle
14788,28,30,679.4399999999998,3,2,3,323,8,Middle
14789,30,6,197.64000000000001,3,1,1,311,5,Middle
14790,3,46,745.0600000000001,4,3,3,433,10,Top
14792,154,2,6.2,2,1,1,211,4,Low
14793,23,14,228.99,4,1,1,411,6,Middle
14794,11,80,1319.9099999999996,4,3,3,433,10,Top
14795,168,6,131.45,1,1,1,111,3,Low
14796,24,1123,7928.489999999979,3,4,4,344,11,Top
14798,54,12,173.74,3,1,1,311,5,Middle
14799,53,13,157.7,3,1,1,311,5,Middle
14800,31,381,4323.839999999998,3,4,4,344,11,Top
14801,92,55,185.5399999999999,2,3,1,231,6,Middle
14803,99,44,845.5500000000002,2,3,3,233,8,Middle
14804,333,12,353.2699999999999,1,1,2,112,4,Low
14805,17,45,538.15,4,3,2,432,9,Low
14806,77,11,193.39000000000004,2,1,1,211,4,Low
14808,41,227,2696.0299999999975,3,4,4,344,11,Top
14810,42,253,2082.7799999999993,3,4,4,344,11,Top
14813,578,28,150.32999999999998,1,2,1,121,4,Low
14815,275,53,778.5,1,3,3,133,7,Middle
14816,199,4,271.85,1,1,1,111,3,Low
14817,161,63,1110.3399999999997,2,3,3,233,8,Middle
14818,75,48,657.8,2,3,3,233,8,Middle
14819,184,13,272.06999999999994,1,1,1,111,3,Low
14820,23,29,507.2900000000001,4,2,2,422,8,Middle
14821,486,2,48.800000000000004,1,1,1,111,3,Low
14823,5,70,321.4299999999999,4,3,2,432,9,Low
14824,12,29,1127.7100000000003,4,2,3,423,9,Low
14825,17,119,2215.1099999999983,4,4,4,444,12,Top
14828,163,17,2139.76,2,2,4,224,8,Middle
14829,61,42,697.55,3,3,3,333,9,Low
14830,55,38,180.63,3,2,1,321,6,Middle
14834,1,67,1720.3000000000004,4,3,4,434,11,Top
14836,12,6,102.44999999999999,4,1,1,411,6,Middle
14837,32,108,1649.5000000000011,3,4,4,344,11,Top
14840,269,4,62.85,1,1,1,111,3,Low
14841,31,138,3295.7599999999993,3,4,4,344,11,Top
14842,45,145,2824.6899999999996,3,4,4,344,11,Top
14844,7,130,3189.8099999999995,4,4,4,444,12,Top
14847,150,13,309.4,2,1,2,212,5,Middle
14849,3,388,7930.539999999996,4,4,4,444,12,Top
14850,343,21,325.75,1,2,2,122,5,Middle
14851,25,28,511.34999999999985,3,2,2,322,7,Middle
14852,1,143,2836.6899999999982,4,4,4,444,12,Top
14853,6,9,475.79999999999995,4,1,2,412,7,Middle
14854,69,125,2720.230000000001,2,4,4,244,10,Top
14855,3,20,645.6500000000001,4,2,3,423,9,Low
14856,58,64,1269.6800000000005,3,3,3,333,9,Low
14857,31,60,1173.1199999999997,3,3,3,333,9,Low
14859,14,58,1353.739999999999,4,3,3,433,10,Top
14860,21,11,170.32000000000002,4,1,1,411,6,Middle
14861,54,6,125.79000000000002,3,1,1,311,5,Middle
14862,27,48,841.2000000000002,3,3,3,333,9,Low
14863,61,11,266.76,3,1,1,311,5,Middle
14865,302,4,52.2,1,1,1,111,3,Low
14866,12,99,14389.900000000007,4,4,4,444,12,Top
14867,158,36,710.2800000000001,2,2,3,223,7,Middle
14868,23,144,2953.590000000002,4,4,4,444,12,Top
14869,105,69,717.1999999999999,2,3,3,233,8,Middle
14870,263,13,327.24999999999994,1,1,2,112,4,Low
14871,180,88,480.1799999999997,1,3,2,132,6,Middle
14873,212,28,519.68,1,2,2,122,5,Middle
14875,109,47,1465.3200000000002,2,3,3,233,8,Middle
14878,5,120,1466.6400000000006,4,4,3,443,11,Top
14880,79,45,674.9900000000001,2,3,3,233,8,Middle
14881,21,17,255.4,4,2,1,421,7,Middle
14882,28,11,589.7,3,1,2,312,6,Middle
14883,6,53,761.5900000000001,4,3,3,433,10,Top
14885,133,15,765.3199999999999,2,1,3,213,6,Middle
14886,341,18,364.80000000000007,1,2,2,122,5,Middle
14887,81,6,1862.0,2,1,4,214,7,Middle
14888,209,20,369.2,1,2,2,122,5,Middle
14889,163,10,135.9,2,1,1,211,4,Low
14890,255,7,125.65,1,1,1,111,3,Low
14891,149,33,554.38,2,2,2,222,6,Middle
14893,11,73,1237.8500000000004,4,3,3,433,10,Top
14894,87,23,655.7499999999999,2,2,3,223,7,Middle
14895,42,498,11138.710000000006,3,4,4,344,11,Top
14896,206,43,468.77,1,3,2,132,6,Middle
14897,2,55,1366.38,4,3,3,433,10,Top
14898,25,102,1235.0999999999995,3,4,3,343,10,Top
14901,2,96,1421.2900000000004,4,3,3,433,10,Top
14902,27,20,332.66,3,2,2,322,7,Middle
14903,23,346,2784.9800000000014,4,4,4,444,12,Top
14904,27,69,1025.4399999999998,3,3,3,333,9,Low
14905,218,17,616.1500000000001,1,2,2,122,5,Middle
14907,30,165,3501.0999999999976,3,4,4,344,11,Top
14908,76,9,277.79999999999995,2,1,1,211,4,Low
14910,27,30,434.3500000000001,3,2,2,322,7,Middle
14913,38,87,1227.4300000000005,3,3,3,333,9,Low
14915,93,12,307.48,2,1,2,212,5,Middle
14916,72,77,1268.9799999999998,2,3,3,233,8,Middle
14918,117,45,1610.1499999999996,2,3,4,234,9,Low
14920,36,57,977.77,3,3,3,333,9,Low
14921,91,78,1316.0700000000004,2,3,3,233,8,Middle
14923,52,44,749.0999999999998,3,3,3,333,9,Low
14924,129,10,310.05,2,1,2,212,5,Middle
14929,152,11,223.88,2,1,1,211,4,Low
14944,61,170,5900.250000000002,3,4,4,344,11,Top
14946,16,3,100.9,4,1,1,411,6,Middle
14947,74,14,290.82000000000005,2,1,1,211,4,Low
14948,25,63,1101.9699999999996,3,3,3,333,9,Low
14950,21,19,371.2,4,2,2,422,8,Middle
14951,81,20,311.69000000000005,2,2,2,222,6,Middle
14952,2,138,8099.489999999998,4,4,4,444,12,Top
14953,27,53,281.52,3,3,1,331,7,Middle
14954,14,69,253.52999999999997,4,3,1,431,8,Middle
14957,254,12,58.49000000000001,1,1,1,111,3,Low
14958,129,40,467.7799999999999,2,2,2,222,6,Middle
14959,111,59,695.42,2,3,3,233,8,Middle
14960,173,27,221.26999999999992,1,2,1,121,4,Low
14961,12,312,7044.680000000002,4,4,4,444,12,Top
14962,272,5,126.70000000000002,1,1,1,111,3,Low
14963,11,186,1456.880000000001,4,4,3,443,11,Top
14964,190,13,206.21,1,1,1,111,3,Low
14965,246,79,593.1799999999998,1,3,2,132,6,Middle
14966,16,34,174.71999999999994,4,2,1,421,7,Middle
14967,51,6,463.8,3,1,2,312,6,Middle
14968,91,37,147.59,2,2,1,221,5,Middle
14970,139,34,1592.06,2,2,4,224,8,Middle
14971,45,150,1079.3899999999994,3,4,3,343,10,Top
14972,278,18,114.77000000000002,1,2,1,121,4,Low
14973,109,32,1314.45,2,2,3,223,7,Middle
14974,303,13,65.49,1,1,1,111,3,Low
14975,59,11,279.94,3,1,1,311,5,Middle
14976,59,72,790.8599999999997,3,3,3,333,9,Low
14978,74,212,1911.3200000000027,2,4,4,244,10,Top
14981,160,8,102.11999999999998,2,1,1,211,4,Low
14984,5,37,191.47,4,2,1,421,7,Middle
14985,200,79,287.26999999999987,1,3,1,131,5,Middle
14987,17,4,326.4,4,1,2,412,7,Middle
14988,6,40,334.54,4,2,2,422,8,Middle
14995,252,59,230.73000000000005,1,3,1,131,5,Middle
14997,2,26,546.2,4,2,2,422,8,Middle
